Pest	Species	Lifestage	SLS	LS Assessed	Assessed	Temperature	Efnom	Efpc	CO2	Duration	Rep	Unhatched	Live_Hatched	Dead	Moribund	Total
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	5	2.5	2.3	18.6	2	3	30	0			30
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	Control	0	0	2	1	4	19			23
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	0	0	22	2	1	3	10			13
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	0.5	0.65	4.15	2	1	28	36			64
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	1	1.16	8.6	2	1	69	12			81
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	1.5	1.8	13.6	2	1	113	10			123
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	2	2.2	17.6	2	1	35	2			37
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	2.5	2.55	22	2	1	65	0			65
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	Control	0	0	2	2	2	7			9
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	0	0	18.6	2	2	5	16			21
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	0.5	0.58	4.35	2	2	10	1			11
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	1	1.08	8.3	2	2	81	9			90
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	1.5	1.62	12.4	2	2	96	2			98
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	2	2.06	16.8	2	2	128	26			154
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	2.5	2.5	21	2	2	83	10			93
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	Control	0	0	2	3	10	8			18
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	0	0	21.6	2	3	6	6			12
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	0.5	0.69	4.35	2	3	67	4			71
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	1	1.14	7.9	2	3	150	11			161
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	1.5	1.64	12	2	3	92	2			94
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	2	2.08	15.6	2	3	63	7			70
TSM	Two spotted mite	Egg	TSM Egg	Egg	7	15	2.5	2.75	21.6	2	3	74	1			75
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	2	1		205	9	0	214
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	2	2		189	10	0	199
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	2	3		196	11	0	207
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	18	2	1		119	11	0	130
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	17.3	2	2		201	4	0	205
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	16.6	2	3		217	26	0	243
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.89	7.8	2	1		136	7	0	143
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.5	1.35	11.6	2	1		180	16	0	196
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2	1.71	14.6	2	1		198	28	0	226
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2.5	2.03	18.2	2	1		79	170	21	270
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.25	0.22	2.2	2	1		99	18	0	117
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.5	0.44	4.3	2	1		171	9	0	180
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.25	0.19	2.6	2	2		117	11	0	128
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.5	0.56		2	2		201	25	0	226
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.93		2	2		226	23	0	249
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.5	1.11		2	2		231	18	0	249
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2	1.54		2	2		129	21	3	153
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2.5	1.89		2	2		102	130	4	236
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.25	0.22	1.2	2	3		134	9	0	143
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.5	0.42	4.3	2	3		164	15	0	179
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.98	7.7	2	3		228	29	0	257
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.5	1.38	11.2	2	3		379	27	0	406
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2	1.77	14.2	2	3		282	62	1	345
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2.5	2.08	17.2	2	3		67	116	5	188
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0	0	2	1		183	9	0	192
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0	0	2	2		254	9	0	263
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0	0	2	3		136	20	0	156
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0	19	2	1		160	2	0	162
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0	18.8	2	2		77	3	0	80
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0	18.6	2	3		281	5	0	286
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.25	0.21	2.45	2	1		217	8	0	225
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.5	0.45	4.2	2	1		202	9	0	211
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.92	8.4	2	1		149	13	2	164
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.5	1.39	12.2	2	1		165	65	2	232
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2	1.75	16	2	1		239	86	4	329
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2.5	2.06	19.4	2	1		1	167	9	177
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.25	0.19	2.65	2	2		164	6	0	170
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.5	0.35	5.05	2	2		128	11	0	139
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.86	8.3	2	2		126	14	0	140
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.5	1.1	11.8	2	2		251	12	0	263
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2	1.48	15.2	2	2		75	42	6	123
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2.5	1.77	19.2	2	2		48	136	10	194
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.93	7	2	3		194	15	0	209
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.5	1.42	11	2	3		218	57	6	281
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.25	0.19	2.02	2	3		132	10	0	142
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.5	0.47	4.15	2	3		218	13	0	231
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2	1.8	14.6	2	3		66	133	4	203
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2.5	2.1	18.2	2	3		17	108	3	128
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	3	1		274	10	0	284
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	3	2		239	2	0	241
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	3	3		250	12	0	262
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	12.8	3	1		122	7	0	129
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	12	3	2		148	7	0	155
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	11.6	3	3		238	11	0	249
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.33	1.16	10.2	3	1		280	21	0	301
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.67	1.39	12.4	3	1		214	21	0	235
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.90	8	3	1		208	7	0	215
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.67	0.59	5.4	3	1		184	6	1	191
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.17	0.15	2.2	3	1		173	19	0	192
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.33	0.28	2.75	3	1		176	6	0	182
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.33	1.02	9.8	3	2		107	15	1	123
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.67	1.27	12.2	3	2		133	62	7	202
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.67	0.56	5.6	3	2		206	10	0	216
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.73	1.9	3	2		435	15	0	450
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.17	0.11	1.74	3	2		345	23	0	368
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.33	0.34	4.6	3	2		284	8	0	292
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.67	0.62	5.1	3	3		224	9	0	233
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.92	7.2	3	3		199	10	0	209
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.67	1.43	11.6	3	3		184	45	0	229
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1.33	1.16	9.2	3	3		195	37	0	232
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.17	0.11	1.72	3	3		168	8	0	176
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.33	0.26	3	3	3		158	5	0	163
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0.00	0.00	3	1		361	3	0	364
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0.00	0.00	3	2		252	9	0	261
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0.00	0.00	3	3		223	2	0	225
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0.00	13.20	3	1		202	10	0	212
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0.00	12.20	3	2		304	4	0	308
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0.00	11.80	3	3		356	9	0	365
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.33	1.18	10.3	3	1		221	91	0	312
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.67	1.43	13.2	3	1		25	198	0	223
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.17	0.14	1.82	3	1		192	4	0	196
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.33	0.28	2.85	3	1		228	22	0	250
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.67	0.59	5.6	3	1		211	8	0	219
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.91	8.2	3	1		248	22	0	270
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.33	1.05	10.6	3	2		186	44	2	232
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.67	1.32	12.8	3	2		56	147	1	204
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.67	0.57	5.7	3	2		288	8	0	296
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.75	8.2	3	2		192	11	5	208
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.17	0.11	1.84	3	2		265	6	0	271
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.33	0.25	3.21	3	2		214	15	0	229
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.67	0.63	5.35	3	3		167	14	0	181
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.96	7.6	3	3		162	43	0	205
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.17	0.13	2.2	3	3		283	12	0	295
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.33	0.26	3.1	3	3		128	5	0	133
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.33	1.27	9.3	3	3		48	216	0	264
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1.67	1.47	12.4	3	3		21	240	0	261
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	1	1		282	15	0	297
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	1	2		180	6	0	186
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	control	0	0	1	3		200	18	0	218
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	21.8	1	1		184	7	0	191
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	20.2	1	2		161	1	0	162
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0	0	20.4	1	3		140	11	0	151
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.1	0.084	1.04	1	1		290	16	0	306
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.3	0.224	2.6	1	1		109	5	0	114
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.5	0.43	4.1	1	1		243	5	0	248
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.84	8.1	1	1		354	10	0	364
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2	1.67	14.8	1	1		224	23	0	247
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	3	2.26	22.5	1	1		452	22	0	474
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.1	0.06	1.28	1	2		111	4	0	115
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.3	0.21	3	1	2		106	13	0	119
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.5	0.44	4.6	1	2		148	24	0	172
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.69	7.7	1	2		237	18	0	255
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2	1.48	14	1	2		186	14	0	200
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	3	2.12	20.8	1	2		188	7	0	195
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.1	0.06	0.59	1	3		166	20	0	186
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.3	0.23	2.4	1	3		175	7	0	182
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	0.5	0.41	4.3	1	3		281	23	0	304
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	1	0.88	8.1	1	3		95	6	0	101
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	2	1.71	14	1	3		184	22	0	206
dTSM	diapausing two spotted mite	Adult	dTSM		2	5	3	2.37	20.8	1	3		235	23	0	258
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0	0	1	1		321	10	0	331
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0	0	1	2		180	10	0	190
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	control	0	0	1	3		291	3	0	294
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0	23	1	1		259	3	0	262
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0	20.2	1	2		333	3	0	336
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0	0	20.6	1	3		299	13	0	312
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2	1.79	15.4	1	1		321	41	0	362
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	3	2.51	23	1	1		94	30	0	124
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.5	0.46	4.2	1	1		477	10	0	487
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.95	8.5	1	1		206	14	0	220
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.3	0.26	2.45	1	1		341	22	0	363
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.1	0.09	1	1	1		200	13	0	213
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.1	0.07	0.93	1	2		93	26	0	119
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.3	0.21	2.9	1	2		149	7	0	156
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2	1.59	14	1	2		175	14	0	189
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	3	2.28	21.2	1	2		136	42	0	178
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.77	7.7	1	2		250	11	0	261
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.5	0.46	4.55	1	2		296	8	0	304
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.5	0.43	4.05	1	3		250	27	0	277
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	1	0.93	7.8	1	3		184	11	0	195
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.1	0.06	0.51	1	3		163	6	0	169
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	0.3	0.24	3	1	3		111	5	0	116
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	2	1.86	14.8	1	3		225	53	42	320
dTSM	diapausing two spotted mite	Adult	dTSM		2	15	3	2.63	21.6	1	3		131	92	39	262
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	2	1	10	32			42
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	2	2	22	44			66
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	2	3	69	157			226
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	19	2	1	12	34			46
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	18.8	2	2	29	133			162
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	18.6	2	3	53	70			123
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2	1.75	16	2	1	70	0			70
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2.5	2.06	19.4	2	1	142	0			142
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2	1.48	15.2	2	2	128	3			131
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2.5	1.77	19.2	2	2	96	0			96
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2	1.8	14.6	2	3	28	0			28
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2.5	2.1	18.2	2	3	132	0			132
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	3	1	39	115			154
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	3	2	56	66			122
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	3	3	47	47			94
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	13.2	3	1	32	32			64
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	12.2	3	2	30	33			63
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	11.8	3	3	22	64			86
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.33	1.18	10.3	3	1	98	0			98
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.67	1.43	13.2	3	1	75	0			75
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.33	1.05	10.6	3	2	99	0			99
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.67	1.32	12.8	3	2	81	0			81
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.33	1.27	9.3	3	3	106	0			106
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1.67	1.47	12.4	3	3	66	0			66
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	1	1	71	77			148
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	22	1	1	51	63			114
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	1	2	59	67			126
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	21	1	2	75	92			167
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	control	0	0	1	3	111	62			173
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0	0	20.6	1	3	124	118			242
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.1	0.078	0.9	1	2	141	100			241
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.3	0.25	2.2	1	2	91	46			137
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.5	0.44	4.15	1	2	103	88			191
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1	0.94	8.2	1	2	89	70			159
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2	1.76	15.2	1	2	110	46			156
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	3	2.52	21	1	2	114	36			150
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.1	0.06	0.76	1	1	72	73			145
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.3	0.22	2.35	1	1	47	26			73
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.5	0.41	4.15	1	1	109	76			185
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1	0.79	7.85	1	1	115	106			221
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2	1.63	14.8	1	1	121	63			184
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	3	2.32	20.4	1	1	126	97			223
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.1	0.064	0.63	1	3	95	98			193
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.3	0.25	2.5	1	3	126	34			160
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	0.5	0.44	4.15	1	3	132	78			210
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	1	0.93	7.5	1	3	60	17			77
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	2	1.85	14.4	1	3	88	28			116
C.ob	brownheaded leaf roller	egg	BHLREgg		9	15	3	2.57	21.2	1	3	114	16			130
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	1	1	107	158			265
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	22	1	1	48	74			122
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	1	2	59	79			138
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	21	1	2	58	76			134
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	1	3	68	80			148
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	20.6	1	3	56	56			112
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.1	0.078	0.94	1	1	123	108			231
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.3	0.24	2.55	1	1	100	74			174
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.5	0.43	3.7	1	1	93	53			146
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.9	7.5	1	1	162	44			206
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2	1.72	14	1	1	106	100			206
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	3	2.44	21	1	1	103	49			152
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.1	0.63	1.02	1	2	109	90			199
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.3	0.2	2.75	1	2	54	37			91
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.5	0.42	4.4	1	2	85	58			143
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.75	7.4	1	2	123	109			232
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2	1.6	13.8	1	2	175	68			243
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	3	2.26	20.4	1	2	110	40			150
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.1	0.06	0.6	1	3	97	48			145
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.3	0.23	2.4	1	3	86	24			110
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.5	0.47	4.1	1	3	106	45			151
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.94	7.2	1	3	82	70			152
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2	1.82	13.8	1	3	72	38			110
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	3	2.5	21.2	1	3	137	88			225
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	2	1	118	161			279
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	21.2	2	1	70	82			152
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	2	2	78	104			182
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	20.7	2	2	99	186			285
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	2	3	80	128			208
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	20.2	2	3	76	94			170
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.5	0.458	4.2	2	1	161	92			253
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.25	0.246	2.45	2	1	135	110			245
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.5	1.42	11.8	2	1	116	111			227
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2.5	2.2	21.4	2	1	152	48			200
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.93	8.3	2	1	126	61			187
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2	1.8	16.4	2	1	195	95			290
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.25	0.18	2.45	2	2	161	102			263
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.5	0.39	6.4	2	2	148	79			227
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.85	7.225	2	2	103	92			195
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.5	1.24	14.3	2	2	114	71			185
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2	1.67	21.2	2	2	115	90			205
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2.5	2.01	4.15	2	2	141	31			172
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.25	0.23	2.75	2	3	86	81			167
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.5	0.47	4.65	2	3	128	66			194
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.99	8.6	2	3	83	62			145
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.5	1.47	12	2	3	74	75			149
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2	1.77	16.8	2	3	70	50			120
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	2.5	2.2	21	2	3	112	20			132
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	3	1	70	66			136
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	13.2	3	1	96	93			189
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	3	2	92	91			183
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	13	3	2	119	103			222
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	control	0	0	3	3	55	70			125
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0	0	12.4	3	3	29	147			176
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.17	0.125	1.65	3	1	123	53			176
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.33	0.27	2.4	3	1	152	50			202
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.67	0.59	4.8	3	1	102	52			154
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1	0.89	5.3	3	1	86	60			146
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.33	1.17	10.1	3	1	132	47			179
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	1.67	1.44	12.6	3	1	123	16			139
C.ob	brownheaded leaf roller	egg	BHLREgg		9	5	0.17	0.1	1.72	3	2	157	112			269
